Author_id,Isbn
A0237,0804114277
A5104,0671795570
A0894,0312955006
A7667,0440236169
A6986,0425178552
A7668,0312278284
A0400,014071491X
A7669,014071491X
A7670,1902825969
A5410,0380803240
A2833,0843952407
A3841,0553235400
A4225,0679723110
A4104,0140430350
A6203,0140430350
A0282,037325024X
A5636,0743463544
A7671,193152713X
A7672,1400060222
A0436,0061057908
A7673,0061057908
A7674,0061057908
A0436,0061050946
A5531,0061050946
A6682,0061044431
A7675,0802140149
A6355,006093140X
A0436,0345351878
A0436,0441003389
A0436,0441005314
A0436,0061057894
A7673,0061057894
A5410,0380720868
A7676,078670621X
A7677,0393315606
A7678,0060936231
A7679,0060936231
A7680,0156002108
A2036,0786864400
A1090,0140178139
A7681,0440219930
A7682,0395640229
A1320,0060178248
A7683,1573220663
A0996,0140139400
A0079,0671682083
A7684,9151830485
A0085,0192816276
A7685,0192816276
A7686,0330353713
A7687,0060503475
A7688,1400060117
A7672,081296800X
A0370,0449908798
A7689,0743255224
A4341,0399146113
A4342,0399146113
A7690,0312291523
A0673,0446675059
A7691,1558614621
A7692,1558614621
A5696,0753811251
A0026,0375411550
A7693,0679774025
A4042,0380705648
A7694,0812968182
A7695,0385318804
A4042,0380652277
A7696,0375508627
A0242,0452284937
A1229,1573222267
A0138,0316781010
A1229,0865472807
A4720,0345460359
A7697,1885211929
A7698,1885211929
A7699,0743201027
A7700,156292530X
A7701,0684836556
A7702,0684836556
A7703,0842307419
A5582,1556612966
A5599,0590465953
A1175,0671017276
A0406,0895772175
A7704,0895772175
A7705,0064405109
A7706,0064405109
A7707,0064405486
A7708,0064405486
A7709,0064400018
A0261,0064400018
A7710,1561797111
A2030,0836217799
A7711,083611714X
A7712,0440490995
A1178,0380698714
A1179,0380698714
A7713,0380698714
A2711,0553481185
A2568,0689835744
A2568,0689835744
A7714,0590450336
A7715,0590450336
A1690,0316115568
A7716,0590623516
A7717,0140511008
A0086,0609602438
A7718,9723704552
A7254,067177459X
A7719,0618071784
A5614,1550660160
A7720,0876054440
A7721,0882547593
A7722,0316057517
A7723,0866220445
A7724,0866220445
A7725,0517880539
A7726,0671449621
A7727,3923880642
A7728,3923880642
A7729,0312104456
A7730,0312104456
A7731,0385314280
A7732,0385314280
A3749,0345285859
A2304,0872168255
A0414,0804102988
A0896,0440150167
A7733,0590988867
A7734,059050214X
A7735,0316286125
A7736,0590053698
A7737,038523029X
A6615,0152177639
A1422,0380715635
A1978,0517667185
A7738,0517667185
A7739,0316613231
A4975,0140343865
A0621,0807593664
A7740,0807593664
A7741,044021212X
A1029,0440411335
A5433,0440497272
A0961,059042243X
A7742,0140365826
A3354,0671550748
A7743,0821715186
A1577,0060233346
A7744,0590098535
A7745,0671866966
A7746,072324216X
A0634,0140314512
A7742,0590432664
A6927,0440430712
A7747,0590972154
A1990,0590972154
A7748,0380750260
A7749,0449219895
A1428,0590399888
A7750,0874067715
A3025,0874067715
A7750,0874067715
A7751,006440160X
A7752,006440160X
A1431,0316142417
A5577,0786813563
A7753,0064470229
A7754,0590425560
A7755,0590425560
A7756,0590414356
A7755,0590414356
A7757,0910034532
A7758,1591820324
A7758,1591820316
A7758,1591820308
A7758,1591820286
A7758,1931514496
A7758,1931514968
A7759,3426621657
A7760,0312983336
A0400,0140714197
A7761,0140714197
A7762,0425154882
A6866,0233981071
A7763,3453171489
A7764,3453171489
A7765,1550171348
A0052,0345404769
A0062,0425158594
A1857,0099282194
A7766,0380806576
A4042,0060508876
A7767,0967253535
A1195,0448095017
A7768,0671038850
A6288,345386722X
A7769,345386722X
A6411,0446359688
A7770,0892831189
A7771,0449902927
A0018,1558745017
A0019,1558745017
A7772,1558745017
A7773,1558745017
A7774,0671501283
A7775,0671501283
A7776,033036197X
A7777,0767906780
A7778,0679744495
A3450,0440221099
A0466,0385319207
A7779,0449907635
A7780,042518269X
A4832,0060915749
A1018,0553260618
A5488,0671002783
A0400,0671722794
A7781,1893121119
A0165,0804900078
A7782,0385323905
A1893,034540727X
A5132,0786886625
A7783,0375760504
A5775,0312300530
A7784,157322930X
A4128,0805211020
A7785,0679736891
A4555,0060915188
A1230,0671792385
A4905,0156008661
A0066,0156008661
A5633,0156008661
A7786,0156008661
A7787,0609803247
A0064,0425163407
A7788,0671873199
A5529,0812531353
A7789,0140281290
A2627,3596143500
A0406,0451525027
A7790,0451525027
A7791,9074336329
A7792,3423704306
A7793,3423704306
A0186,0515099546
A1326,0812542835
A1327,0812542835
A7794,0373264208
A7795,0373264216
A7497,0425170306
A7497,042517025X
A7497,0425180905
A7796,0373263945
A0911,0425067769
A7797,0785278796
A7798,1560431008
A7799,1565076257
A3704,0553575937
A7800,0571136117
A7801,0856402915
A4653,0800714237
A7802,0140069453
A7803,0671852701
A7804,0553283588
A7087,055329508X
A6096,0855616539
A1096,0743410181
A0629,0671502522
A1096,0671502522
A0903,0671502522
A7805,0671502522
A7806,0373834292
A5208,0373834292
A7807,0373834292
A7808,0263819922
A7809,0263823091
A0679,026382831X
A1096,0671744623
A6840,0671025384
A7810,0671019228
A7811,038073320X
A3815,0061044636
A2083,0553561049
A3112,0263824683
A7812,0373047231
A0976,0373483872
A2861,0373483872
A7813,0373483872
A4689,3442438241
A7814,3442438241
A1249,3596130417
A7815,3596130417
A4380,0552526150
A7816,0307123332
A7585,0723245835
A7817,3770156218
A6617,351828875X
A7818,3453124502
A7819,354835985X
A7820,3404144449
A0255,3442420156
A7821,3442420156
A1192,0330294911
A7822,3485008265
A5154,0061053473
A3849,3792000261
A7823,3792000261
A3831,3257229305
A7820,3499231689
A5395,3423125071
A7824,3423125071
A2788,0553239112
A7825,0802141293
A7826,0451458915
A7826,0451458559
A7826,0451458141
A7826,0451457935
A7826,0451457730
A3784,0142002798
A7827,0397300441
A7828,0397300441
A0748,0451190955
A0748,0451160533
A7829,0060530421
A1000,0395927218
A7830,0345450302
A0253,006039384X
A3610,037576092X
A7831,0874041872
A1536,0515133876
A1536,0515134503
A1536,0515134457
A1536,0515134473
A7832,0810942631
A7833,0810942631
A1536,0515134465
A3580,0142002593
A1536,051513452X
A7834,0399150706
A1536,0515134481
A7835,038548237X
A1536,051513449X
A7836,158567365X
A5088,0743456408
A5088,0743427149
A0956,1565113306
A7837,1565113306
A1212,3442355907
A7838,3442355907
A1627,3442448182
A7839,3442448182
A3873,3442309646
A7840,3442309646
A0956,3442541662
A7841,3442541662
A0124,3442451752
A7842,3442451752
A7843,9810023847
A1897,081257558X
A7844,0684859483
A7845,0684859483
A7846,0684859483
A7847,9810455674
A7848,0395971802
A7843,9810026595
A0400,1853262439
A0400,1853262544
A7849,0971009902
A7850,1840224002
A7851,1840224002
A0910,1853260339
A0059,0553212737
A7852,2277301981
A7853,0140106391
A0801,0345434110
A3646,0743456947
A7854,1853265179
A1428,0671013777
A7855,0446605700
A7856,0451186745
A7857,0553446282
A7858,1857821173
A7859,0446531413
A0556,0061032476
A7860,0373764405
A7861,0060533072
A0344,055356983X
A7862,0330352695
A3823,1860499627
A7863,1860499627
A7864,0553492144
A7865,0553569228
A1718,0061013714
A7866,0345260791
A7867,0553493213
A7868,0312274777
A7869,0140366709
A7870,0140366709
A3815,0060574216
A7871,0060540591
A7872,0553492942
A7873,0553492942
A7874,0553492942
A0088,1853262773
A7875,0896380637
A7876,0752271687
A7877,0899093655
A1576,0312049994
A7878,0767914848
A7879,0684849690
A7880,0380731819
A4500,0380731819
A7881,0505524902
A2416,0515131679
A0566,0425195449
A4925,0446613851
A7882,034544227X
A0902,0451210611
A0377,0679438890
A7883,0399527826
A7884,0399527826
A7885,0767904095
A0658,0812929802
A2082,0743400739
A3593,2070424324
A7886,2070424324
A7887,2290311782
A7888,2266031619
A7889,2266031619
A7890,1550544683
A0338,0749717556
A7891,0881339512
A7892,0881339512
A5009,0140031189
A4932,0871132648
A7893,037575699X
A7894,037575699X
A2701,037575699X
A0276,0141301104
A7895,0714843377
A1249,3453150090
A7896,0525944230
A0637,0425170500
A0372,0399148248
A0574,9500416387
A0152,9500704285
A0637,0425174344
A0976,0671027581
A0153,0061015075
A1746,0224031457
A7897,0805066160
A5866,0553564498
A7898,1883991145
A2665,0312970277
A3167,0449224627
A0493,0060082194
A1857,0618059458
A0343,1573229725
A0942,0786889306
A7280,325770044X
A1898,325770044X
A1265,325770044X
A4419,0671534726
A1215,0671873202
A1215,0671007637
A1215,0671534734
A5694,0821745689
A1215,0671534742
A1220,0380720973
A0062,0425136981
A7899,2070381471
A1620,0609607294
A7900,089733356X
A7901,0375724397
A7902,0226244962
A7902,0226244962
A7903,0226244962
A2557,0312965141
A7904,0807612596
A7905,0893819034
A7906,0893819034
A7906,0893819034
A1275,0689848919
A7907,3404161696
A2237,0590436481
A2238,0590436481
A0063,0671673653
A7908,1558746692
A7909,1558746692
A1898,0140378278
A7910,0140378278
A7911,0352332352
A7912,0452007380
A7913,0553133896
A7914,0553133896
A7915,0380599236
A0546,0440224780
A2008,0446671002
A1428,0590483404
A0223,0060930314
A1428,0590453653
A1428,059056885X
A1879,038549842X
A6811,0385246870
A3032,0312869088
A7916,0871312875
A4723,0340415185
A7917,0684865491
A3790,0786862874
A0042,0679419454
A7918,0553057456
A7919,0385298870
A6376,0836252063
A7920,1575662493
A2269,1551668971
A7921,1880909340
A7922,0517597152
A1197,0399149384
A7923,1559721162
A7924,0802733220
A2581,0892967307
A7925,0446518859
A2911,0688126731
A5102,0684196549
A7926,0688158196
A2574,0345386299
A6376,0836278658
A7927,0609602403
A7928,1575663473
A4726,0525426701
A4673,0689304420
A7929,0394473043
A7930,052593863X
A3635,0385419457
A4183,0060176539
A7931,038530532X
A4495,0385314124
A7932,0312112831
A7933,0618045678
A7934,0312263066
A2591,038097729X
A4560,0670854891
A0282,2266123254
A1169,0439531640
A7935,0152045708
A2352,0812971043
A1705,0156319527
A7936,0754807762
A7937,0754807762
A7938,0060923288
A7939,1551669323
A3760,0330349112
A7940,033035566X
A7941,061805670X
A7942,0684860244
A7943,0831731516
A1483,3453870212
A7944,3442355052
A1559,0385509510
A7945,3426616653
A7946,0688169082
A7947,1570753881
A7947,1570753881
A7948,0813339022
A7949,0465083668
A7950,0931779073
A7951,0679757015
A7952,0385239165
A7953,155896388X
A7954,155896388X
A7955,0380771535
A7956,0813526507
A7957,0460873946
A7958,0460873946
A0370,0804115761
A7959,0688118186
A7960,0671027328
A7961,1863305955
A7962,0195090616
A0878,0812513495
A1662,0812971116
A7963,0140481850
A5927,3442449871
A7964,3442449871
A7965,3442450136
A7966,3442450136
A0051,3442426030
A7967,0064406423
A7968,0140249265
A7969,3462027697
A7970,3462027697
A4375,0449147231
A7971,0747258740
A7972,0330351958
A7196,0743419162
A7973,0451205707
A0061,0060179341
A0894,0316152196
A0630,0312185863
A1497,0312865694
A7974,0684193965
A2168,0451206444
A7975,0843947616
A7976,0689117353
A7977,0787902314
A7978,0304328502
A7382,0304328502
A7979,0745312187
A7980,0745312187
A7981,0745312187
A7982,0745312187
A7983,0889220603
A7984,1558505164
A7985,1558505164
A7986,1550221582
A1166,0553380400
A0787,1555838537
A7983,0889223017
A0439,0449219399
A7987,0310248299
A0554,006104296X
A1265,0553803700
A1265,0553565079
A0400,0451524608
A7988,0451524608
A0400,0451522869
A7989,0451522869
A0400,0451524101
A7990,0451524101
A0400,0451522990
A7991,0451522990
A7992,0451522990
A0400,0451522966
A7993,0451522966
A0400,0451524098
A7994,0451524098
A0400,0451523113
A0400,0451522664
A0400,0451522974
A7995,0451522974
A0400,0140707204
A7996,0140707204
A0400,0140707182
A7997,0140707182
A0400,014070728X
A7997,014070728X
A7998,014070728X
A0436,0441001416
A6840,0671025325
A7070,0802850995
A7999,0804200637
A8000,068700781X
A8001,068700781X
A8002,0679730621
A8003,1862044201
A8004,0345388879
A8005,0316102334
A8006,0316102334
A8007,0380792508
A0179,0517552000
A3654,0553564927
A8008,0064403149
A2285,0446400718
A2493,0786868848
A1331,0451410378
A0343,1573227889
A8009,0446515272
A7448,0425129039
A0372,0373240007
A4097,3596505275
A8010,3608934537
A0268,0765304341
A8011,076530418X
A8012,0312867808
A8013,0812568850
A8014,0812575857
A3624,0452263565
A1627,0553285920
A8015,0345346602
A8016,0679454748
A8017,0785280952
A0536,0345430514
A0153,0060933186
A0154,0061097853
A8018,0552995770
A2581,0718143051
A1725,1865083348
A1428,3570206181
A8019,3570206181
A1428,3570205932
A8019,3570205932
A3955,3473581720
A7841,3473581720
A0852,349913943X
A3218,0553271369
A8020,0671016733
A8021,0618145591
A7408,0307001377
A8022,0307001377
A0887,0140390227
A8023,0851129412
A8024,0851129412
A8025,0851129412
A8026,0851128882
A0035,0851128882
A8027,0851128882
A8028,1852838892
A1483,0743430344
A8029,0500091080
A8030,0500091080
A8031,0851125794
A8032,0851125794
A8033,0711930007
A8034,034911319X
A8035,0688176461
A1825,0373765207
A8036,0439132266
A8037,0195101685
A8038,0860202909
A0400,0743477553
A2597,0451515927
A8039,0373169922
A0063,0671867091
A2304,1575662728
A2169,1575662728
A0679,1575662728
A8040,1575662728
A1091,0821758608
A3669,038072751X
A8041,0553207083
A8042,0590487922
A0804,0590554093
A8043,0821756079
A0609,0886778905
A0062,0425147517
A0062,0345386108
A1283,0671709607
A8044,1881471578
A5195,3442725984
A1066,3442725984
A8045,0849942365
A8046,0849942365
A8047,0895294958
A8048,0028612671
A8049,0395752833
A8050,0061056154
A2526,0515130095
A1850,0061099082
A8051,0812531884
A0629,0671795554
A2392,0886775981
A3905,0515130044
A4184,1551665204
A5424,0440217334
A8052,0140287442
A8053,0425164152
A5046,038072118X
A5046,038072118X
A7896,0451407199
A8054,0446608009
A0619,0553576798
A8055,1558850767
A8056,0684871483
A8057,0684871483
A0239,0446525537
A8058,0385472978
A8059,0533133726
A8060,1561708755
A4412,0375507639
A6456,0670894605
A0717,038550117X
A3327,0684847450
A8061,0886772796
A8062,0451451600
A8063,0752847732
A8064,0684865386
A5777,1400030927
A8065,0340767065
A8066,0582327318
A8067,0135605415
A8068,0395585686
A1366,3442445078
A8069,0141012722
A6160,0451208668
A3744,0380976749
A4746,038549744X
A2557,0316095648
A8070,1552781364
A8071,075530540X
A4409,0590321579
A8072,0919926487
A8073,090898801X
A8074,0553275380
A2259,0505522977
A5177,3548256058
A8075,3404614887
A8076,2226133097
A8077,0684849046
A8078,0679752560
A8079,0312270348
A0377,0345446666
A0250,0449207668
A8080,1877251038
A8081,0877734518
A5555,1863305025
A5620,0460875523
A8082,0330359916
A1323,0553550020
A4960,0881662089
A8083,0890875871
A6199,0385423977
A8084,0805031251
A8085,0684859114
A8086,0812931378
A7238,042514321X
A8087,0767904621
A8088,0312205309
A0586,0061008079
A8089,096843911X
A0417,0553255762
A8090,1550460943
A8091,067154683X
A0344,0671690094
A8092,3492231489
A8093,3492231489
A8094,0618093974
A6363,0060970421
A0025,0440295556
A3258,0590423827
A8095,0590423827
A8096,0440134056
A3646,0399145419
A0911,0553241443
A0095,0425071588
A0071,0156004801
A8097,0380788802
A3083,1853260975
A8098,0671047302
A7975,0843949465
A8099,0099142309
A8100,0671640992
A6690,0312610556
A8101,0385493002
A6317,0385418132
A1998,0446611921
A2692,006103018X
A3328,0525945725
A8102,3351028253
A8103,0140511687
A8104,0140511687
A8105,0030291798
A8106,0030291798
A0589,0060959541
A8107,0060959541
A8108,0812967224
A8109,0374250995
A8110,0380710722
A4982,0006550576
A3074,0743471555
A2199,0743471555
A6763,0743471555
A6577,0553101633
A0742,0743205820
A0134,0061094226
A8111,0679776591
A0465,3446177108
A8112,3446177108
A1066,3446177108
A0872,3426609568
A0145,3453090578
A8113,3442441188
A0053,3442441188
A1746,0679777423
A1100,0553344234
A0057,0060175796
A8114,057121861X
A8115,0807004553
A8116,0807004553
A4043,0140439072
A8117,0140439072
A2343,0140439072
A8118,0140288090
A1028,0679435549
A2834,3492044514
A8119,3492044514
A8120,3442354722
A8121,3442354722
A8122,3442356970
A7343,3442356970
A0051,3442442540
A8123,3442438659
A1166,3499225964
A8124,3499225964
A8125,3492236324
A8126,3426612828
A8127,3426612828
A2926,3462030191
A8128,3462030191
A8129,3426622254
A8130,3426048086
A8131,3498006312
A8132,3746612160
A8133,3746612160
A0251,3485008702
A8134,3485008702
A1781,3453195841
A8135,340411566X
A0025,345307565X
A8136,3453177398
A8137,3453177398
A1093,0679020489
A8138,0471526525
A8139,0471526525
A8140,0312263236
A8141,0312263236
A1103,0670853097
A8142,0140184325
A8143,0140184325
A0943,0340424354
A2677,1862045143
A0537,0671000314
A8144,0688170714
A8145,0375502114
A1574,0517703963
A8146,0786866500
A8147,0786866500
A8148,0062516086
A8149,0670879835
A8150,1551920107
A8151,1591293049
A2207,087113795X
A0178,0446522597
A0044,0375507876
A0097,0671724800
A4391,0590446681
A8152,0590446681
A4824,0590303805
A8153,0590426257
A8153,0590426265
A3354,0671745069
A0366,0380710811
A8154,0836226992
A8155,0836226992
A1100,0066209773
A8156,0140082255
A8157,0140082255
A0018,1558746226
A0019,1558746226
A0020,1558746226
A8158,0688167101
A0056,0375502912
A8159,1400047714
A8160,1893224902
A3163,0811808424
A0353,0375506276
A8161,0935300007
A8162,905000105X
A8163,0898220785
A8164,0898220785
A8165,0898220785
A8166,207054351X
A8167,207054351X
A8168,207054351X
A5126,0440234700
A8169,0373075111
A1561,0451175190
A1561,0451181964
A3989,0886776686
A0205,1582340110
A4345,1567920713
A0975,0743237196
A2526,0515136565
A4414,0312864124
A0063,0684803968
A1875,0553582364
A0555,0446611476
A1875,0553284363
A8170,075151635X
A2526,0515117420
A2526,0515107476
A2526,0515132489
A2526,0515103977
A2526,0515101486
A2526,0515097500
A2526,0515111139
A8171,0375500642
A8172,0743219287
A8173,0451200152
A3361,0759239630
A8174,0812525647
A2964,0812525647
A8175,0751500046
A8176,0684831708
A3190,0446355917
A8177,0140390081
A8178,0140390081
A8179,0140390081
A8180,0060168528
A8181,0060168528
A8182,0451522087
A5577,0451522087
A0439,0877953120
A3450,0743411331
A2181,044100914X
A0865,0553379194
A5864,0441008976
A8183,0140386270
A1536,0451451430
A4566,0345444019
A4566,0345444000
A3152,0553103946
A0327,0345440781
A0328,0345440781
A4428,0743431014
A8184,0553381768
A0211,051770739X
A8185,0743227123
A4072,0553370804
A7765,1550170759
A0066,0451203771
A0372,0515124893
A0063,0671528203
A0942,0786860820
A8186,0786860820
A8187,0394732928
A8188,0394732928
A0823,0812540336
A0824,0812540336
A5435,0061012165
A0728,0399504583
A0286,0140351302
A8189,0140351302
A8190,0195130928
A0406,0553210793
A8191,0141180250
A8192,0141180250
A8192,0141180250
A1559,0385488181
A0563,0590503111
A0564,0590503111
A8193,0879517034
A8194,0790008696
A8195,1885223331
A8196,1885223331
A0018,1885223331
A8197,0671522779
A8198,0671522779
A1315,0451156455
A7807,0373790953
A8199,1568655622
A8200,0773731202
A8201,0786867647
A4896,1552782654
A0372,0515133973
A8202,0771091591
A8203,0802114970
A8204,0802114970
A8205,0771037457
A0896,044016205X
A1604,0425097722
A8206,0425097722
A8206,0425097722
A1096,067189109X
A0079,067162461X
A8207,0812580397
A0848,0440229499
A8208,0446678619
A1753,0671702513
A1705,0679420428
A8209,0273645919
A8210,0273645919
A8211,0273645919
A0084,0449911594
A8212,0743255712
A8213,1560255102
A8214,1560255102
A8215,0758203519
A8216,0758203519
A8217,0312287712
A7071,0449703746
A1180,0312872356
A1180,0312872364
A8218,0969201745
A8219,0969201745
A8220,0871133962
A8221,0312874413
A8222,1551990393
A7006,0312890532
A3886,0312861591
A5723,0385496745
A1888,0393039307
A0720,0151002290
A8223,0156013177
A8224,0880012528
A8225,0345296907
A8226,0192760319
A8227,0192760319
A8228,1852304839
A8229,0934252238
A8230,0875424953
A8231,0806994754
A8232,0806994754
A8233,1880032074
A8234,1880032074
A8235,1889625035
A8236,1889625035
A3332,0060913312
A7522,0877732248
A8237,0140126562
A2990,0671673203
A8238,0312950098
A0487,0446892041
A8239,0142001309
A5006,0802133347
A8240,0802133347
A8241,0888992211
A8242,1553663950
A8243,0440401607
A5674,0440401607
A0598,0440476399
A8244,0440476399
A5876,067166641X
A1998,1586212044
A8245,1586212044
A0972,1576739767
A0973,1576739767
A3151,0448165384
A0638,0694523283
A8246,0694523283
A8247,0143017292
A8248,1857997573
A8249,1570761418
A8250,0968454402
A0438,0385333412
A1705,1853261912
A7687,0060084405
A0633,0345367758
A1199,0783801157
A8251,1550135457
A1483,0345445848
A1483,0375504036
A8252,0453006264
A8253,0375724850
A2332,1552781542
A0954,0140430016
A8254,0140430016
A0057,0816158770
A8255,1862041318
A0283,0590203509
A1346,0373708416
A8256,0671734334
A1366,0399145052
A8257,0671883208
A0975,0099740516
A8258,0747550867
A8259,0590453068
A8260,0064406113
A8261,0064406113
A0146,0061056448
A4408,0689824750
A8262,0689824750
A8263,0340577371
A4566,0345423623
A8264,0896731081
A0084,0804108897
A8265,0399132007
A1191,0671003976
A0417,0553246895
A7404,1567921892
A8266,1567921892
A4560,0374181152
A2554,0385316577
A8267,0330334182
A0259,0060012331
A0956,0385501560
A8268,0066212448
A8269,0066212448
A8270,1932100024
A8271,1932100024
A4315,0140264450
A8272,0192632442
A0956,1400047838
A8273,0393045358
A8274,0486272702
A8275,0786864656
A8276,1400040752
A0178,0446525774
A2269,0385311133
A8277,0913428361
A6433,0525945466
A8278,0671795228
A3154,1551668106
A0848,0440404975
A8279,0689713908
A8280,0590412485
A8281,0590412485
A8282,0440413729
A8283,044022747X
A2673,006440630X
A8284,0440407591
A8285,0553244841
A5870,0553231863
A2499,0553233246
A8286,0552527742
A3742,0553565060
A8287,050028251X
A2654,0394533887
A8288,3492229697
A8289,0194226948
A7404,0140034919
A7404,0140034919
A7404,0879238526
A8290,1899293086
A4781,3257063199
A8291,0345430573
A2961,0892966505
A8292,1559705884
A8293,0452284546
A8294,0743203232
A8295,0789300354
A4087,0451175867
A2304,0812574923
A1332,0446600288
A1332,0440208130
A1017,055337513X
A8296,0671507036
A0548,0060930861
A0587,0821776037
A8297,0345457005
A8298,0967404401
A8299,0967404401
A8300,0140232990
A2188,1582430349
A2188,1582430152
A1553,0345430808
A8042,0140242058
A1678,0142001821
A1395,0806511532
A1396,0806511532
A8301,0806511532
A8302,0809001608
A8303,0380719185
A2616,0452281903
A8304,0312983093
A8305,0813511895
A8306,0671660705
A8307,0671731874
A0546,0385316917
A0546,0385335431
A3164,0345435648
A0546,0385333463
A0546,0440205573
A0546,0440221501
A0546,0385313012
A0546,0385333064
A8177,0446385077
A8308,0446385077
A8309,0446385077
A8310,0446385077
A0546,0440201926
A5381,0688141838
A8311,0671557378
A0546,0440176484
A7194,0373288689
A8312,0753506483
A1703,0553576143
A0894,0446612731
A2680,0553252607
A3641,2070323498
A8313,2070323498
A2239,0590448307
A8314,0590424955
A8315,0553573837
A2237,0590436457
A8316,0590416677
A1431,0316139947
A8317,0316139947
A8318,0570041945
A8319,0570041945
A0598,0440476968
A2237,0590435728
A2239,0590691821
A4369,0345436733
A8320,0965866823
A8321,0965866823
A8322,0965866823
A8320,0965866807
A8321,0965866807
A8323,002708230X
A0544,0670894184
A3112,0373833458
A8324,0316473049
A4075,0449225925
A5814,0830713042
A1625,0061092037
A8325,0553275631
A0165,0486270602
A0184,0486270602
A8326,0671669397
A6614,0486419274
A8327,0486419274
A8328,0835918696
A3211,0486270629
A0400,0486278026
A0400,0486297659
A8329,0836225902
A7490,006273248X
A8330,006273248X
A5489,0440236053
A8331,002920528X
A8332,1558003592
A0371,0399144560
A2911,0553478206
A8333,0553478206
A0061,0694523321
A8334,0694523321
A0061,0060577479
A8334,0060577479
A2036,156740765X
A8335,156740765X
A8336,0066621054
A8337,0066621054
A8338,1570721971
A1840,0373706383
A8339,037310734X
A8340,1561290998
A8341,0800784111
A8342,0802733662
A8343,0345426800
A0234,0440216818
A8344,0440224330
A8345,0446526126
A5476,0743242963
A2079,1401900844
A0546,0385319568
A8346,0062515845
A2087,0062515845
A3990,0886779766
A0577,0679454497
A0509,0449906817
A4013,0505525178
A8347,0671709569
A8348,0061061778
A1428,0671021826
A1166,0553575414
A0822,0312968973
A1079,0441008658
A0436,0345368991
A8349,0345368991
A8350,0393309290
A0734,038542017X
A8351,073943053X
A8352,073943053X
A6468,073943053X
A8353,0312958366
A8354,0553582003
A8355,0515135305
A8356,0449140911
A6853,0451407695
A8357,0451404793
A5221,0345315499
A5221,0345308921
A5221,034530893X
A2745,0821773135
A8358,0843943408
A8359,0515130397
A8360,0380414759
A1096,0671556843
A0903,0671779370
A8361,0821747479
A3742,0553571591
A0233,0380807947
A0233,0380005255
A0233,038079828X
A3457,0380799383
A5277,0446606227
A8362,0843939427
A8363,0671004123
A2243,0449006352
A1753,0671010085
A1753,0671010093
A1395,0881844365
A8364,0553572407
A8365,0345457641
A8366,0345423828
A8367,0312970129
A8368,1887128654
A8369,0345416430
A3823,0688158234
A3824,0688158234
A8370,0446608475
A4942,0435905260
A8371,0965036022
A8372,0590853015
A2236,0590853015
A8373,0671729330
A8374,078686219X
A8375,078686219X
A8376,0671769669
A8377,0671769669
A8378,0671741373
A8379,0967851017
A8380,0385240716
A0535,0515111317
A0724,0451202902
A8381,0441005349
A0487,0446356611
A0487,0446350109
A0872,0671877992
A8382,0671877992
A1731,0449216527
A8383,0671014757
A8384,0671014765
A8383,0671551361
A8383,0671551337
A8383,0671551388
A8383,0671551353
A8383,0671014773
A8384,0671551345
A0609,0671721100
A8385,0671721100
A3218,0553574574
A0190,0812534832
A8386,0671721623
A0609,0671721623
A8387,0671721623
A0609,0671698850
A8388,0671698850
A0609,0671721542
A8382,0671721542
A8386,0671721542
A0609,0671876155
A8385,0671876155
A0286,0140434895
A8389,0140434895
A8390,0140434895
A0085,0140180923
A5881,0393309282
A8391,0060194790
A0026,0452280397
A2325,0886773318
A0609,0886775167
A0609,0812521145
A8386,0671721259
A0609,0671721259
A8392,0671721259
A0609,0671876287
A8393,0517543346
A0469,0140265988
A8394,0752271474
A8395,0751512966
A0600,059049418X
A0223,207038165X
A8396,207038165X
A8397,207038165X
A8398,0531098745
A8399,0465026567
A8400,0446674044
A8401,0446674044
A8402,1592570801
A8403,1592570801
A8404,1582970807
A8405,158180119X
A8406,1581802986
A8407,0891347208
A8407,1581800320
A6008,0140390448
A8408,0140390448
A8409,0004121120
A8410,0861013743
A8411,0525945407
A8412,0517654954
A8413,0025294458
A8414,0903505355
A8415,0903505193
A8416,0903505193
A8417,1551050765
A8418,0517693399
A1002,1859671039
A8419,1859671039
A5771,0458921009
A8420,1842151126
A8421,0920656404
A0339,0399139206
A0154,0060163704
A8421,0920656080
A8421,0920656943
A8422,0920656943
A8423,0835607771
A8424,0835607771
A8425,0345391373
A8426,0345391373
A2771,0714836257
A8427,0920656269
A7654,0345400577
A2966,0679419616
A8428,0201567792
A8429,0201567792
A8430,0517331942
A8431,1568361742
A4401,0385315058
A8432,9747315084
A0148,3453152891
A2256,3442352983
A8433,3442352983
A8434,3499101505
A0287,3518382357
A7764,3518382357
A8435,3442446929
A8436,3442446929
A8437,3257218478
A8438,0684854341
A0145,3453052544
A8439,3442724295
A8440,3442724295
A8441,0821225685
A8442,0821225685
A8443,0821225685
A0996,0449209881
A7693,0375724443
A5070,0140282777
A6096,034541005X
A0097,2894294247
A2711,0553159445
A8444,0380713349
A1428,059044333X
A8445,0380614324
A3322,0440911257
A8446,0671736795
A2231,0671529544
A8447,0671628410
A8448,0425133184
A6027,0671888285
A6026,0671888285
A8449,0671888285
A8448,0425127729
A1428,0671894242
A1428,0671529560
A1428,059045370X
A1428,0590453696
A1428,0590477382
A1428,0590466186
A1319,0446602558
A8450,0316485187
A8451,0890819858
A8452,0310539218
A8453,156761583X
A8454,156761583X
A8455,0805042768
A8456,0805042768
A4838,0883964481
A8457,0883964481
