Author_id,Name
A9200,Luigi Ricci
A9201,Christian Gauss
A9202,Jack Kornfield
A9203,Carr Clifton
A9204,Patricia Wentworth
A9205,Jack Du Brul
A9206,Richard Steinberg
A9207,Rick Bundschuh
A9208,Penny Jordan
A9209,Linda Turner
A9210,James P. Mcgettigan
A9211,Jan Rogozinski
A9212,Mandy Andress
A9213,Jon Ronson
A9214,Ron Pretty
A9215,W.gordon Smith
A9216,Alethea Hayter
A9217,Yukio Mishima
A9218,Kathleen Sky
A9219,Sondra Marshak
A9220,Myrna Culbreath
A9221,Kij Johnson
A9222,Kelly Freas
A9223,Tom Kidd
A9224,Karen Rispin
A9225,Eric W. Weisstein
A9226,Albert Ellis
A9227,Robert A. Harper
A9228,Melvin Powers
A9229,Edgar Evans Cayce
A9230,Henry Reed
A9231,Herbert B. Puryear
A9232,Richard I. Abrams
A9233,S
A9234,L. Perry Wilbur
A9235,Webster Kuswa
A9236,Jerry O'Brien
A9237,Jane Roberts
A9238,Donald Thompson
A9239,Phil Donahue
A9240,Co.
A9241,Dr. Gene Brewer
A9242,John Schilb
A9243,Elizabeth A. Flynn
A9244,John Clifford
A9245,Jeff Reid
A9246,Lawrence M. Krauss
A9247,Pierre Gripari
A9248,Chris Kitch
A9249,Caroline Myss
A9250,Pociao
A9251,Udo Breger
A9252,B. Kliban
A9253,Aritha Van Herk
A9254,Frances Itani
A9255,Karen Dudley
A9256,Jamie Bastedo
A9257,Alfonso Ortiz
A9258,Alfons
A9259,John R. Dann
A9260,Martin Edic
A9261,Modris Eksteins
A9262,Linnea Due
A9263,Charlene Spretnak
A9264,Michel Tremblay
A9265,John Van Burek
A9266,Bill Glassco
A9267,David Fennario
A9268,Holley Rubinsky
A9269,Barbara Robinson
A9270,Robert Hass
A9271,Edward Bellamy
A9272,Gregory Howard Williams
A9273,Elaine Camp
A9274,Naomi Horton
A9275,Browning
A9276,Edith St. George
A9277,Gousha
A9278,Carol Norris
A9279,Dorothy Ann Bernard
A9280,Elizabeth August
A9281,Tim F. Lahaye
A9282,Dorothy Sayer
A9283,Terris Mcmahan Grimes
A9284,Katherine Kurtz
A9285,Richard Miniter
A9286,John Cheever
A9287,Catherine Cookson
A9288,Pamela Morsi
A9289,E. Fuller Torrey
A9290,Imraan Coovadia
A9291,Paul Preuss
A9292,Marlo Thomas
A9293,Friends
A9294,Richard Lischer
A9295,Robert Hellenga
A9296,Campbell Soup Company
A9297,Nancy Bell
A9298,Liz Neporent
A9299,Suzanne Schlosberg
A9300,Doug Lipman
A9301,Jack Prelutsky
A9302,Marilyn Hafner
A9303,Ed Rose
A9304,Harlynne Geisler
A9305,Jennifer Justice
A9306,Susan Wilson
A9307,Valerie Marsh
A9308,Patrick K. Luzadder
A9309,Margaret Read Macdonald
A9310,Paul Aurandt
A9311,Pleasant Despain
A9312,David Heflick
A9313,Patrick Fraley
A9314,Michael Harrison
A9315,Christopher Stuart-clark
A9316,Loung Ung
A9317,Nellie Bly
A9318,A.j. Jacobs
A9319,Thomas Norton
A9320,Stephen C. Lundin
A9321,Harry Paul
A9322,John Christensen
A9323,Lynn Abbey
A9324,Dave Duncan
A9325,Murry
A9326,Michael Jensen
A9327,Charles Causely
A9328,M. E. Bradford
A9329,Russell Kirk
A9330,Allen Klein
A9331,Robert H. Bork
A9332,Thomas L. Friedman
A9333,Molière
A9334,Jean Sasson
A9335,Andrew Sanders
A9336,Patricia Crick
A9337,Geoffrey Moore
A9338,Mrs. Mary Rowlandson
A9339,Mary Rowlandson
A9340,Jon Katz
A9341,Brigitta Restorff
A9342,Effie Leland Wilder
A9343,Laurie Allen Klein
A9344,Shauna Singh Baldwin
A9345,Venerable Henepola Gunaratana
A9346,Barbara Quick
A9347,Lori Reid
A9348,Bee Willey
A9349,Irene Radford
A9350,Brian Froud
A9351,Jessica Macbeth
A9352,Naomi Kritzer
A9353,Karleen Koen
A9354,Ann Chamberlin
A9355,Patrick Dunleavy
A9356,Randy Moravec
A9357,Kate Thompson
A9358,Rosalind M. Greenberg
A9359,John Nunneley
A9360,Arnold Stadler
A9361,Angelika Fel A
A9362,Joe Harnell
A9363,Ira Skutch
A9364,T.j. Macgregor
A9365,Joanna Campbell
A9366,Editor
A9367,Introduction Burton Raffel
A9368,Ann Bell
A9369,Michelle Caruso
A9370,Nicholas W. Maier
A9371,Rick Ridgway
A9372,Michelle Stacey
A9373,James Bradley
A9374,Kees Van Kooten
A9375,Graham Thomas
A9376,Kim Antieau
A9377,Brian Lumley
A9378,Bud Macfarlane Jr.
A9379,Ray Shannon
A9380,Lee Hoffman
A9381,Lyle Brandt
A9382,L. A. Banks
A9383,Elaine Moore
A9384,Dawn Stewardson
A9385,Michael Mogadam
A9386,Ulrich Bitz
A9387,Jill Mansell
A9388,William Jeremiah Coughlin
A9389,William Coughlin
A9390,D. W. Buffa
A9391,D.w. Buffa
A9392,Eric Berne
A9393,Tananarive Due
A9394,Alice Koller
A9395,Erin Pizzey
A9396,Emma Gold
A9397,Lawrence
A9398,Sarah Bird
A9399,Jacqueline Demontravel
A9400,Deborah Smith
A9401,Sandra Chastain
A9402,John Glenn
A9403,Nick Taylor
A9404,Gladys Knight
A9405,Fred J.
A9406,M.d. Epstein
A9407,Elaine Fantle Smimberg
A9408,Asha Bandele
A9409,Genia Wennerstrom
A9410,Robert Frost
A9411,David Bradley
A9412,Dewitt Jones
A9413,Renée Zucker
A9414,Rumiko Takahashi
A9415,Naoko Takeuchi
A9416,Chikako Noma
A9417,Naako Takeuchi
A9418,Sherri Mandell
A9419,Michael Pearce
A9420,Judith Swaddling
A9421,Nancy Kerrigan
A9422,Steve Woodward
A9423,Andrews Mcmeel Publishing
A9424,Glenn Stout
A9425,The #1 Sports Writer
A9426,Andrew Donkin
A9427,Betty
A9428,Salter
A9429,Owen (editor) Cuthbert
A9430,Gillian Chapman
A9431,H. J. Rose
A9432,W. H. D. Rouse
A9433,Ernest Shackleton
A9434,Carl
A9435,Hiaasen
A9436,Moses Hadas
A9437,G. M. A. Grube
A9438,S. Peters
A9439,Karen Meyer
A9440,Spain
A9441,J. Robert King
A9442,K. B. Bogen
A9443,Janny Wurts
A9444,C. Dean Andersson
A9445,Mitchell Graham
A9446,John Helfers
A9447,Elaine Cunningham
A9448,Keith Robar
A9449,Simone Sassen
A9450,Berlin
A9451,Stan Cutler
A9452,Delia Ephron
A9453,Will Lawson
A9454,James Morgan
A9455,Sidney Abbott
A9456,Barbara Love
A9457,Leah Rabin
A9458,Helen Epstein
A9459,Victor Klemperer
A9460,Stephen Graham Jones
A9461,Leila Vennewitz
A9462,P.j. Gearing
A9463,E.v. Brunson
A9464,Thomas Clark
A9465,Bruce Woods
A9466,Peter Blocksom
A9467,Angela Ter
A9468,New York Public Library
A9469,William Noble
A9470,Rick Buda
A9471,Jan Harold Brunvand
A9472,Nevins
A9473,Robert K. Ressler
A9474,Margaret Visser
A9475,Oswald Wynd
A9476,Steven Brust
A9477,Cynthia Rutledge
A9478,Ellen Bass
A9479,Joan Barzilay Freund
A9480,Leigh Keno
A9481,Leslie Keno
A9482,Georges Pérec
A9483,Kenneth Uptegrove
A9484,American College Of Sports Medicine
A9485,Acsm
A9486,David Watmough
A9487,David Magarshack
A9488,David Magarsha
A9489,Jane Hitchcock
A9490,George Konrad
A9491,Phil Farrand
A9492,Joe
A9493,Daniel B. Baker
A9494,Sean O'Brien Strub
A9495,Bill Henning
A9496,Bi
A9497,Isabel Anders
A9498,Sherryl Jordan
A9499,Kelvin Christopher James
A9500,Ann Granger
A9501,Axel Merz
A9502,Michael Stewart
A9503,R. Karl Largent
A9504,Muriel Gray
A9505,Helias
A9506,Salvatore R.a.
A9507,Denise Bombardier
A9508,Dani Sinclair
A9509,Suzanne Ellison
A9510,Robert H. Eisenman
A9511,Katherine Anne Porter
A9512,Harriet Beecher Stowe
A9513,Ruth Hayes
A9514,Wolf Von Lojewski
A9515,William Norris
A9516,Hansjörg Martin
A9517,Margaret Millar
A9518,Bill Hybels
A9519,Lynne Hybels
A9520,Luigi Pirandello
A9521,Sophocles
A9522,Aristophanes
A9523,India Edghill
A9524,Bernhard Straub
A9525,Eric Ambler
A9526,Bruce Mccall
A9527,Hanns Peter Karr
A9528,Walter Wehner
A9529,Jane Simmons
A9530,Jürgen Ebertowski
A9531,No Author
A9532,Wolfram Fleischhauer
A9533,Denis Pethebridge
A9534,Dewey Gram
A9535,Earma Brown
A9536,Alzir He
A9537,Richard D. Kellough
A9538,Noreen G. Kellough
A9539,Jane E. Aaron
A9540,Totline
A9541,Susan B. Neuman
A9542,Carol Copple
A9543,Sue Bredekamp
A9544,Nationa
A9545,Lois Mccue
A9546,Jula Libonn
A9547,Shirley Raines
A9548,Robert J. Canady
A9549,Judith Schickendanz
A9550,Linda Acredolo
A9551,Susan Goodwyn
A9552,Daniel Avram Richman
A9553,L. Curtis
A9554,Rosalind Charlesworth
A9555,Helen Bee
A9556,Helen Harrison
A9557,Ann Kositsky
A9558,Joan Beck
A9559,Dr. Robert Bucknam
A9560,Barbara Rowley
A9561,B. Blake Levitt
A9562,Benjamin Spock
A9563,Pierre Le Rouzic
A9564,Dell Publishing
A9565,Julie Hagstrom+joan Morri
A9566,Sandi Kahn Shelton
A9567,Princeton Language Institute
A9568,Jay Sylvan Cohen
A9569,Robert Berkow
A9570,Edie Jarolim
A9571,Moira Duggan
A9572,Jeff Perk
A9573,Earl Steinbicker
A9574,Tracey Menges
A9575,Stephen Colwell
A9576,Ann Shulman
A9577,Sheryl Lindsell-roberts
A9578,William H. Hylton
A9579,David Lambert
A9580,Peter Ward
A9581,Christopher Mcgowan
A9582,Tom Brown
A9583,Phillip E. Pack
A9584,Jerry Bobrow
A9585,Herbert S. Zim
A9586,Chandler S. Robbins
A9587,Bertel Bruun
A9588,Ar
A9589,Jonathan A. Michaels
A9590,William Pollack
A9591,Cynthia Griffin Wolff
A9592,Michael Murphy
A9593,Akif Pirincci
A9594,A. Mousnier-lompré
A9595,Howard P. Lovecraft
A9596,H. P. (howard Philips) Lovecraft
A9597,Jacques Papy
A9598,Simone Lamblin
A9599,Yves Ri
A9600,Eric-emmanuel Schmitt
A9601,Jim Hougan
A9602,Werner Sikorski
A9603,Rainer Laabs
A9604,Rudy Rucker
A9605,Antoine Volodine
A9606,Raphael Aloysius Lafferty
A9607,Emmanuel Jouanne
A9608,Jacques Barbéri
A9609,Somtow Sucharitkul
A9610,Elisabeth Vonarburg
A9611,Jean-pierre Harrison
A9612,Arnauld Pontier
A9613,Monika Blaich
A9614,James Houston
A9615,Dutch Sheets
A9616,J. T. L James
A9617,Larry K. Brendtro
A9618,Martin Brokenleg
A9619,Steve Van Bocke
A9620,Greg Giangrande
A9621,Stephanie Clement
A9622,Richard Morris
A9623,John Muir
A9624,Anne Delbee
A9625,Helmut Kossodo
A9626,Arnold P. Abbott
A9627,Malcolm Lowry
A9628,Marcus J. Borg
A9629,Ian Carr
A9630,Digby Fairweather
A9631,Brian Priestly
A9632,Bryan Appleyard
A9633,Margaret Macmillan
A9634,Richard Holbrooke
A9635,Casey Hampton
A9636,Sarah Turnbull
A9637,Charles Todd
A9638,Echo Heron
A9639,Donea L. Shane
A9640,Lisa Goldstein
A9641,John Edgar Wideman
A9642,P. W. Storm
A9643,Cynthia D. Grant
A9644,Ronald Tierney
A9645,James W. Huston
A9646,Ward Carroll
A9647,Richard Herman
A9648,Brian Haig
A9649,Michael Ridpath
A9650,Avodah K. Offit
A9651,Allan Topol
A9652,Don Passman
A9653,Susan Feldman
A9654,John Krist
A9655,Jon Stewart
A9656,James D. Watson
A9657,Edward De Bono
A9658,P S Rushforth
A9659,Carole Klein
A9660,Brian Lee
A9661,Lisa Alther
A9662,Max Beerbohm
A9663,Erin Hart
A9664,Susan Hillmore
A9665,Gemma Grott
A9666,Robin Pilcher
A9667,Kimberly Willis Holt
A9668,David Rakoff
A9669,Tony Vigorito
A9670,William Harvey
A9671,N. J. Dawood
A9672,Jonathon Lazear
A9673,Wendy Lazear
A9674,David Borgenicht
A9675,Sarah Jordan
A9676,Afi-odelia E. Scruggs
A9677,Mary Ann Mcdonald
A9678,Amy Sylvester Katoh
A9679,Shin Kimura
A9680,Yutaka Satoh
A9681,Alejandro Dumas
A9682,Guillermo Piedrahita
A9683,Ric Edelman
A9684,James M. Mcpherson
A9685,Richard M. Ketchum
A9686,Allan Haley
A9687,Jeff Carlson
A9688,Glenn Fleishman
A9689,Toby Malina
A9690,Lynn Haller
A9691,Diana Martin
A9692,John Tollett
A9693,Diane Martin
A9694,Mitzi Szereto
A9695,Michael Farquhar
A9696,Roni Jay
A9697,Daniella Chace
A9698,Maureen B. Keane
A9699,David Smith
A9700,Kevin Neary
A9701,Carole Bloom
A9702,Marion Meade
A9703,Michelle Magorian
A9704,Kate Grenville
A9705,Henri Troyat
A9706,Robin
A9707,Van Der Vat
A9708,Dan Gardiner
A9709,Gary Jennings
A9710,Howard Shaw
A9711,C.j. Mcknight
A9712,Ross Petras
A9713,Kathryn Petras
A9714,Bill Shoemaker
A9715,Leo Giroux Jr.
A9716,Dik Browne
A9717,Nancy K. Robinson
A9718,Monique Bonnet
A9719,Jeffrey Marks
A9720,Jeremy Leven
A9721,Arthur N Schwartz
A9722,Francis Steegmuller
A9723,Joan Stoliar
A9724,Patricia Veryan
A9725,Tanya Anne Crosby
A9726,George Alec Effinger
A9727,Joy Grdnic
A9728,Celeste De Blasis
A9729,Elliot S. Maggin
A9730,Helen Hooven Santmyer
A9731,Stephen Greenleaf
A9732,David Ackroyd
A9733,David Robbins
A9734,Mark Yarnell
A9735,Rene Reid Yarnell
A9736,Richard Poe
A9737,John Milton Fogg
A9738,Christopher Maurer
A9739,Richard Leakey
A9740,Jeffrey Meyers
A9741,Steven Saylor
A9742,Riane Eisler
A9743,Kim Carlson
A9744,Carrie Floyd
A9745,Beppe Severgnini
A9746,Giles Watson
A9747,Christopher G. Moore
A9748,Peter Friedrich
A9749,Arthur L. Burton Iii (alb3)
A9750,Lauren Ruth Wiener
A9751,Wiener
A9752,Christin Lore Weber
A9753,Regena Thomashauer
A9754,Stephanie James
A9755,Grace Livingston Hill Library
A9756,Isabella Macdonald A
A9757,N. Curtis
A9758,Bradley Trevor Greive
A9759,Patricia A Mckillip
A9760,Perrault
A9761,Virginie Despentes
A9762,Bernard Gagnebin
A9763,Marcel Raym
A9764,Mike Resnick
A9765,Pierre-paul Durastanti
A9766,Brite
A9767,Michael Resnick
A9768,William Desmond
A9769,Paul Klee
A9770,Thierry Soufflard
A9771,Robert Musil
A9772,Philippe Jaccottet
A9773,Lester Bangs
A9774,John Robert Colombo
A9775,April Wilson
A9776,Dana Reed
A9777,David Wiesner
A9778,Lee Gruenfeld
A9779,Conrad Richter
A9780,James Gurney
A9781,Lisa Potts
A9782,Kate Christensen
A9783,Lewis Burke Frumkes
A9784,Paula Begoun
A9785,Deborah Eisenberg
A9786,Ruth Moose
A9787,Mary Tannen
A9788,Casey Makela
A9789,Kathy Lamancusa
A9790,David Lavender
A9791,David James Duncan
A9792,Patricia Arrigoni
A9793,Nicholas Negroponte
A9794,Roger Fisher
A9795,William L. Ury
A9796,Richard P. Feynman
A9797,A. J Mcclane
A9798,Richard Berman
A9799,Ella E. Clark
A9800,Ernest H Rosenbaum
A9801,John Donoghue
A9802,James Swain
A9803,Erle Stanley Gardner
A9804,Ben Rice
A9805,Lucretia Walsh Grindle
A9806,Andrea Juno
A9807,V. Vale
A9808,Ralph Leighton
A9809,Edward Hutchings
A9810,John Logue
A9811,Klaus Lambrecht
A9812,Dinka Mrkowatschki
A9813,Leonard Cohen
A9814,Vaclav Havel
A9815,Werner Gross
A9816,Rosa Luxemburg
A9817,Annelies Laschitza
A9818,Georg Adler
A9819,Gerhard Prause
A9820,Tratschke
A9821,Robert Nozick
A9822,Dan Cavicchio
A9823,M. Therese Young
A9824,Miranda Gray
A9825,Ken Carey
A9826,Judith Stamper
A9827,Genevi Stamper
A9828,David Daniel
A9829,Reginald Hill
A9830,Hilary Walden
A9831,William F.
A9832,Jr. Buckley
A9833,Alexandria Ripley
A9834,Rebecca Harding Davis
A9835,Tillie Olsen
A9836,Peggy Rambach
A9837,Le Carre
A9838,R. David Thomas
A9839,Ron Beyma
A9840,Walter Anderson
A9841,Kate Saunders
A9842,Mark Mittelberg
A9843,Margaret M. Kimmel
A9844,Mark Juergensmeyer
A9845,David Wong Louie
A9846,John Ashbery
A9847,James Schuyler
A9848,Bob Schieffer
A9849,Roy Parvin
A9850,Gloria Gaither
A9851,Shirley Dobson
A9852,Russ Flint
A9853,Martha Saxton
A9854,Hysteria Magazine
A9855,Deborah Werksman
A9856,Jill Ker Conway
A9857,Ms. Nancy L. Mace Ma
A9858,Dr. Peter V. Rabins Md Mph
A9859,Dr
A9860,Patricia L. Wrede
A9861,Lipman
A9862,Ginny Elkin
A9863,Deborah Coates
A9864,Mary Tyler Moore
A9865,Jim Lehrer
A9866,Karen Duffy
A9867,Jane Pettigrew
A9868,Tamara Traeder
A9869,Carmen Renee Berry
A9870,Carmen Renee Ber
A9871,Stephen Booth
A9872,June Rose
A9873,Terry Southern
A9874,Su Tong
A9875,John Harding
A9876,Nick Redfern
A9877,Andy Roberts
A9878,Nigel Williams
A9879,M. J. Hyland
A9880,Jeremy Poolman
A9881,Daniel Menaker
A9882,Tom Mcnab
A9883,Diane Mckinney-whetstone
A9884,Nicholas Blincoe
A9885,Ron Liebman
A9886,Dave Davies
A9887,Charles Barkley
A9888,Roy S. Johnson
A9889,Paul Feig
A9890,George B. Addison
A9891,Jack M. Bickham
A9892,Peter Moore
A9893,P. Anthony
A9894,Deborah Deutschman
A9895,Walter Velez
A9896,W.s. Milner
A9897,Ray Kurzweil
A9898,Susan Johnson
A9899,R. T. Stevens
A9900,Celia Rees
A9901,Joanna Hershon
A9902,Clarissa Pinkola Estes
A9903,Deborah Copaken Kogan
A9904,Jeannine Kadow
A9905,Christel Wiemken
A9906,Bruce Patterson
A9907,Paul Denham
A9908,Edward E. Kramer
A9909,Peter Crowther
A9910,Forrest J. A
A9911,Hilary Masters
A9912,Peter Blauner
A9913,Robert Jastrow
A9914,Gonzalo Lira
A9915,Terry Farish
A9916,Joe Mcginniss
A9917,Avery Corman
A9918,Dan G. Stone
A9919,Kenneth J. Harvey
A9920,Anna Murdoch
A9921,Stephen Dixon
A9922,Marci Mcdonald
A9923,Penny Dale
A9924,Anabel Kindersley
A9925,Barnabas Kindersley
A9926,Unicef
A9927,Wayne G. Hammond
A9928,Christina Scull
A9929,Leo Lionni
A9930,R. H. W. Dillard
A9931,Betty Mindlin
A9932,Donald Slatoff
A9933,J R R Tolkien
A9934,Andrew Boyd
A9935,Brian Bond
A9936,Owen Beattie
A9937,John Geiger
A9938,Kelley Armstrong
A9939,Time-life Books
A9940,Time Life Books
A9941,George Perry
A9942,Clive Barda
A9943,David Marples
A9944,David Wright
A9945,Claudia L. Johnson
A9946,Mark Waid
A9947,Carolina Maria De Jesus
A9948,The Main Street Press
A9949,Wilhelm K. Grimm
A9950,Lore S
A9951,Aine O'Connor
A9952,Voltaire - Translated By John Butt
A9953,Cooper
A9954,J.f.
A9955,Christoph Göhler
A9956,Laura Wilson
A9957,Caroline Einhäupl
A9958,Paule Constant
A9959,Helene Karmasin
A9960,Harro Christensen
A9961,Walter Allen
A9962,Ziauddin Sardar
A9963,Bruce Pandolfini
A9964,Josephine Saxton
A9965,Suzanne Weyn
A9966,Allan Zullo
A9967,Roy Macgregor
A9968,Åke Edwardson
A9969,Angelika Kutsch
A9970,Amy Hempel
A9971,J.d. Mcclatchy
A9972,Jed Gillen
A9973,S. Robinson
A9974,Richard Harrington
A9975,Jack Vance
A9976,Marcus Cunliffe
A9977,William J. Caunitz
A9978,Eric Lustbader
A9979,Tom Mcgregor
A9980,Donald Hall
A9981,Fitzgerald
A9982,Edward Bloor
A9983,Roy Blount
A9984,Peter De Seve
A9985,Peter De Sève
A9986,Michael Curtis Ford
A9987,Siegfried Berger
A9988,Barbara Freethy
A9989,Diana Diamond
A9990,Chuck Smith
A9991,Chuck
A9992,Jr. Smith
A9993,Eva Ibbotson
A9994,Liselotte Julius
A9995,Angelika Naujokat
A9996,Kai Meyer
A9997,Kensington Ladies' Erotica
A9998,Roger Shattuck
A9999,Douglas Keith Candland
A10000,Mountaineers
A10001,Peggy Ferber
A10002,Mel Levine
A10003,Meir H. Degani
A10004,Marty Crisp
A10005,David Lubar
A10006,Catherine Daly-weir
A10007,Dan Greenburg
A10008,Philip K. Howard
A10009,Joseph Barbera
A10010,Dorit Rabinyan
A10011,Daniel Pinkwater
A10012,Charles Williams
A10013,Lynn Freed
A10014,Christopher De Vinck
A10015,Jenny Lee
A10016,Ruth Nanda Ashen
A10017,Ruth N. Anshen
A10018,Jim Kokoris
A10019,Celia Rivenbark
A10020,Connie Briscoe
A10021,R. O. Blechman
A10022,Abba Eban
A10023,Hélène Narbonne
A10024,Jacques Martinache
A10025,Jesse Duplantis
A10026,Mark Chadbourn
A10027,Mary Logue
A10028,George S. Clason
A10029,Michael Laimo
A10030,Al Kelly
A10031,Tamilee Webb
A10032,Lori Seeger
A10033,Stephanie Seymour
A10034,Larry Waschka
A10035,Cynthia Richmond
A10036,Robert Parry
A10037,Laura Wickenden
A10038,Carole Lewis
A10039,Mark L. Prophet
A10040,Emmet Fox
A10041,Stuart Gordon
A10042,Cecelia Ahern
A10043,Elaine Viets
A10044,Peggy Noonan
A10045,Matthew Lesko
A10046,Mary Ann Martello
A10047,C.j. Beck
A10048,Thomas Kinkade
A10049,Katherine Spencer
A10050,Lewis Thomas
A10051,Tom Brannon
A10052,Barbara Gibson
A10053,Lynne Ewing
A10054,Patricia Moyes
A10055,Diana L.
A10056,Alexandra Sellers
A10057,Caroline Cross
A10058,Stephen R. George
A10059,Esther Freisner
A10060,Charles L. Grant
A10061,Simon
A10062,Schuster
A10063,Paul Lopez
A10064,Fritz Siebel
A10065,Elizabeth Winthrop
A10066,Stoddard
A10067,Trina Schart Hyman
A10068,Bernard Lorthol
A10069,Roswitha Quadflieg
A10070,Yoshitaka Amano
A10071,Kelley Jones
A10072,Carly Bishop
A10073,Sheila Simonson
A10074,Margaret St.george
A10075,Jill Bennett
A10076,Catherine Gaskin
A10077,Susan Mallery
A10078,Lord Sudley
A10079,Patricia Gardner Evans
A10080,K.c. Mckinnon
A10081,Beverly Barton
A10082,Karen Kendall
A10083,Donna Simpson
A10084,David Pickering
A10085,Gwyneth Jones
A10086,Eric H. Warmington
A10087,Philip G. Rouse
A10088,W. H. D.
A10089,Christine Flynn
A10090,Connie Flynn
A10091,Johanna Reiss
A10092,Bill Thomas
A10093,Poppy Z. Brite
A10094,Joan Walsh Anglund
A10095,Assata Shakur
A10096,Angela Davis
A10097,Philip Norman
A10098,James Tate
A10099,Caitlin R. Kiernan
A10100,Theresa Medeiros
A10101,Peter Washington
A10102,Michael Heatley
A10103,The Beatles
A10104,Annie Leibovitz
A10105,Elaine Fox
A10106,Graham Joyce
A10107,Julie Kistler
A10108,Metsy Hingle
A10109,Jo Ann Vest
A10110,Gwynne Forster
A10111,Kathleen Korbel
A10112,Kim Cates
A10113,Kimberly Cates
A10114,Duke
A10115,Elizabeth Duke
A10116,Jessica Steele
A10117,Alan Cackett
A10118,George Saunders
A10119,Eve Gaddy
A10120,Patricia Hagan
A10121,Michael Heslop
A10122,Ron Picarski
A10123,Wayne L. Westcott
A10124,Mark Williams
A10125,Thomas R. Baechle
A10126,Richard A. Clarke
A10127,Zenna Henderson
A10128,Mark Olson
A10129,Priscilla Olson
A10130,Elizabe
A10131,Mariah Stewart
A10132,Susan Alcorn
A10133,Leonard Sanders
A10134,Lois Ehlert
A10135,Virginia Euwer Wolff
A10136,Andrew Weil M.d.
A10137,Jack C. Harris
A10138,Gene Biggs
A10139,Margo Lundell
A10140,Jose Cardona
A10141,Walt Disney Productions
A10142,Melissa Getzoff
A10143,Julie Durrell
A10144,Janet Adele Bloss
A10145,Henry Fielding
A10146,R. P. C. Mutter
A10147,Piero Ferrucci
A10148,Sascha Dönges
A10149,Linda Adams
A10150,Elinor Lenz
A10151,Peter Irons
A10152,Ethan Canin
A10153,Pierre Laurendeau
A10154,Jean-joseph Julaud
A10155,Hervé Bazin
A10156,Gilbert Pestureau
A10157,Jean-pierre Renard
A10158,H. G. (herbert George) Wells
A10159,Herbert George Wells
A10160,Armand Pierhal
A10161,Hugo
A10162,Francis Ledoux
A10163,Herve Bazin
A10164,Beaumarchais
A10165,Pierre Augustin Caron De Beaumarchais
A10166,Jean Markale
A10167,Sara Craven
A10168,Leigh Michaels
A10169,Darcy
A10170,Raye Morgan
A10171,Grace Green
A10172,Jerry Murray
A10173,Jacqueline Diamond
A10174,Lucy Gordon
A10175,Magda Bogin
A10176,Virginia Hamilton
A10177,Eros Keith
A10178,Franz Rottensteiner
A10179,Editor-peace Corps
A10180,M. I. Finley
A10181,Rex Warner
A10182,David Helvarg
A10183,Tessa Duder
A10184,Erika Friedl
A10185,Andrew Louth
A10186,Maxwell Staniforth
A10187,Elizabeth L. Post
A10188,Michele B. Slung
A10189,Patrick Galvin
A10190,Paul Bacon
A10191,Cheryle B. Torsney
A10192,Eilis Dillon
A10193,Gelsey Kirkland
A10194,Fred Rogers
A10195,Nina Bawden
A10196,Johanna Westerman
A10197,James D. Houston
A10198,Jeanne Wakatsuki
A10199,Hans Urs Von Balthasar
A10200,Graham Harrison
A10201,Eugene H. Peterson
A10202,Ed Kramer
A10203,Steve Brust
A10204,Clive
A10205,Martin Seymour-smith
A10206,Martin Seymour-
A10207,Marvel Books
A10208,Chris Claremont
A10209,Jean M Auel
A10210,James M. Wall
A10211,Charles E. Rosenberg
A10212,Daniella Gioseffi
A10213,Kathe Kollwitz
A10214,Robert Waterman
A10215,Amy Macdonald
A10216,Sarah Fox-davies
A10217,Jeanne Willis
A10218,Mary Rees
A10219,Heather Amery
A10220,Diana Hendry
A10221,Jane Chapman
A10222,Inga Moore
A10223,Rev. W. Awdry
A10224,Libby Butterworth
A10225,Siobhan Dodds
A10226,Jan Mark
A10227,Helen Oxenbury
A10228,Emma Chichester Clark
A10229,Sally Hunter
A10230,Maggie Kneen
A10231,Eric Hill
A10232,Jean Cocteau
A10233,Jonathan Coe
A10234,Len Wein
A10235,Bruce Jones
A10236,Eugène Ionesco
A10237,Loana Petrucciani
A10238,Rachel Seiffert
A10239,Laurent Vicomte
A10240,Pierre Makyo
A10241,Marie-raymond Farré
A10242,Michael Bond
A10243,Maurice Hindle
A10244,Christop
A10245,Eiji Yoshikawa
A10246,Emmanuel Carrère
A10247,Pierre Bayard
A10248,Riyoko Ikeda
A10249,Gabrielle Chamarat
A10250,François Lelord
A10251,Alain Domérieux
A10252,M. Stephen Lukac
A10253,Swami Prabhavanada
A10254,Shaun Gayle
A10255,Élisabeth Gille
A10256,Elizabeth Knox
A10257,Blanche D'Alpuget
A10258,Steven Pacey
A10259,Gordon Hutner
A10260,John Banville
A10261,Gillian Rubinstein
A10262,Lee Striker
A10263,Bob Smith
A10264,Mccullough Colleen
A10265,Peter James
A10266,Stuart Atkinson
A10267,Gary Bines
A10268,Ian Jackson
A10269,Anita Roddick
A10270,Blake Morrison
A10271,Frances Coady
A10272,Takashi Matsuoka
A10273,David Zindell
A10274,M. Oliver
A10275,Caroline Hamilton
A10276,Stephen Lawhead
A10277,James Mckean
A10278,J. G. Ballard
A10279,Clea Koff
A10280,Maggie Alderson
A10281,Pat Cadigan
A10282,Christy Campbell
A10283,James Runcie
A10284,Mark Burnell
A10285,Patrick White
A10286,Liza Dalby
A10287,Ruth Park
A10288,David Reynolds
A10289,Philip Casey
A10290,Luiz Alfredo Garcia-roza
A10291,Liu Hong
A10292,Nicole Mones
