Author_id,Name,Fname,Lname
A7718,Al Berto,Al,Berto
A7719,Cindy Engel,Cindy,Engel
A7720,Steve Grenard,Steve,Grenard
A7721,J. P. Gosse,,
A7722,David Attenborough,David,Attenborough
A7723,Marcia Foy,Marcia,Foy
A7724,Anna Katherine Nicholas,Anna,Nicholas
A7725,Desmond Morris,Desmond,Morris
A7726,Barbara Woodhouse,Barbara,Woodhouse
A7727,Dorothy Quelch,Dorothy,Quelch
A7728,Phyllis Wise,Phyllis,Wise
A7729,A. B. C. Whipple,,
A7730,John T. Burgoyne,,
A7731,Jeffrey Moussaieff Masson,Jeffrey,Masson
A7732,Susan Mccarthy,Susan,Mccarthy
A7733,Natalie Babbitt,Natalie,Babbitt
A7734,Kathryn Lasky,Kathryn,Lasky
A7735,Sid Fleischman,Sid,Fleischman
A7736,Patricia Leitch,Patricia,Leitch
A7737,Fred Grove,Fred,Grove
A7738,Troy Howell,Troy,Howell
A7739,Marian F. Novak,,
A7740,Mary Gehr,Mary,Gehr
A7741,Joan Lowery Nixon,Joan,Nixon
A7742,Candy Dawson Boyd,Candy,Boyd
A7743,Xavier Einstein,Xavier,Einstein
A7744,Bertrand R. Brinley,,
A7745,Kathleen Hersom,Kathleen,Hersom
A7746,Cicely Mary Barker,Cicely,Barker
A7747,Lynn Harnett,Lynn,Harnett
A7748,Norma Fox Mazer,Norma,Mazer
A7749,Lillian O'Donnell,Lillian,O'Donnell
A7750,Marilyn D. Anderson,,
A7751,Mary Stolz,Mary,Stolz
A7752,Leonard Shortall,Leonard,Shortall
A7753,Bruce Brooks,Bruce,Brooks
A7754,Stephanie Calmenson,Stephanie,Calmenson
A7755,Don Orehek,Don,Orehek
A7756,Judith Bauer Stamper,Judith,Stamper
A7757,Incorporated Al-anon Family Group Headquarters,Incorporated,Headquarters
A7758,Tohru Fujisawa,Tohru,Fujisawa
A7759,Ulli Olvedi,Ulli,Olvedi
A7760,Stephanie Bond,Stephanie,Bond
A7761,John E. Hankins,,
A7762,Patrick Lynch,Patrick,Lynch
A7763,Rafael Chirbes,Rafael,Chirbes
A7764,Dagmar Ploetz,Dagmar,Ploetz
A7765,Anne Cameron,Anne,Cameron
A7766,Nicholas Christopher,Nicholas,Christopher
A7767,Sailor Jim Johnston,Sailor,Johnston
A7768,Andrew J. Robinson,,
A7769,Irmela Arnsberger,Irmela,Arnsberger
A7770,J. N. M. Wijngaards,,
A7771,Susan Jeffers,Susan,Jeffers
A7772,Patty Aubery,Patty,Aubery
A7773,Nanc,Nanc,
A7774,Gavin Edwards,Gavin,Edwards
A7775,Chris Kalb,Chris,Kalb
A7776,Beverley Harper,Beverley,Harper
A7777,Dan Kurzman,Dan,Kurzman
A7778,Geoffrey Wolff,Geoffrey,Wolff
A7779,Peter Gethers,Peter,Gethers
A7780,Gary A. Birken,,
A7781,Dave Hoekstra,Dave,Hoekstra
A7782,Allegra Goodman,Allegra,Goodman
A7783,Carol Muske-dukes,Carol,Muske-dukes
A7784,Jennifer Belle,Jennifer,Belle
A7785,Caryl Phillips,Caryl,Phillips
A7786,Emma Donog,Emma,Donog
A7787,Katherine Russell Rich,Katherine,Rich
A7788,Charlene Sands,Charlene,Sands
A7789,Gervase Phinn,Gervase,Phinn
A7790,Leslie A. Fiedler,,
A7791,Renate Dorrestein,Renate,Dorrestein
A7792,Andreas Schlüter,Andreas,Schlüter
A7793,Karoline Kehr,Karoline,Kehr
A7794,Fred Hunter,Fred,Hunter
A7795,Carla Damron,Carla,Damron
A7796,Camille Minichino,Camille,Minichino
A7797,Bob Larson,Bob,Larson
A7798,T. D. Jakes,,
A7799,Emilie Barnes,Emilie,Barnes
A7800,Jane Rogers,Jane,Rogers
A7801,Barbara Fitzgerald,Barbara,Fitzgerald
A7802,Jessica Anderson,Jessica,Anderson
A7803,Marjory Davidson,Marjory,Davidson
A7804,Beverly S. Martin,,
A7805,Jill Ba,Jill,Ba
A7806,Anne Stuart,Anne,Stuart
A7807,Jule Mcbride,Jule,Mcbride
A7808,Emma Richmond,Emma,Richmond
A7809,Elizabeth Bailey,Elizabeth,Bailey
A7810,Greg Cox,Greg,Cox
A7811,Emily Grayson,Emily,Grayson
A7812,Karen Hughes,Karen,Hughes
A7813,Sandra Steffen,Sandra,Steffen
A7814,Monika Curths,Monika,Curths
A7815,E. A. Proulx,,
A7816,Jean Chandler,Jean,Chandler
A7817,Thomas Hettche,Thomas,Hettche
A7818,Lauren M. Henderson,,
A7819,Cameron West,Cameron,West
A7820,Petra Hammesfahr,Petra,Hammesfahr
A7821,Christian Spiel,Christian,Spiel
A7822,Katja Rohde,Katja,Rohde
A7823,Antoine De Saint- Exupéry,Antoine,Exupéry
A7824,Elke Wehr,Elke,Wehr
A7825,Johanna Sinisalo,Johanna,Sinisalo
A7826,S.l. Viehl,,
A7827,Lucile Morrison,Lucile,Morrison
A7828,Franz Geritz,Franz,Geritz
A7829,Marisol,Marisol,
A7830,Amulya Malladi,Amulya,Malladi
A7831,Margaret Schmidt Hacker,Margaret,Hacker
A7832,John Clarke,John,Clarke
A7833,Michael Larvey,Michael,Larvey
A7834,Kavita Daswani,Kavita,Daswani
A7835,Chitra Divakaruni,Chitra,Divakaruni
A7836,Diane Glancy,Diane,Glancy
A7837,Robert Gerzon,Robert,Gerzon
A7838,Klaus Berr,Klaus,Berr
A7839,Christoph Hahn,Christoph,Hahn
A7840,Gaby Wurster,Gaby,Wurster
A7841,Werner Schmitz,Werner,Schmitz
A7842,Angelika Bardeleben,Angelika,Bardeleben
A7843,Sr Pugalenthi,Sr,Pugalenthi
A7844,Michael S Lief,Michael,Lief
A7845,Ben Bycel,Ben,Bycel
A7846,H. Mitchell Caldwell,,
A7847,Catherine Lim,Catherine,Lim
A7848,Andrea Chesman,Andrea,Chesman
A7849,Daniela E. Schreier,,
A7850,Arthur Conan,Arthur,Conan
A7851,Sir Doyle,Sir,Doyle
A7852,Nina Berberova,Nina,Berberova
A7853,Tennessee Williams,Tennessee,Williams
A7854,Julia Hammond,Julia,Hammond
A7855,Yolanda Joe,Yolanda,Joe
A7856,Emily Hendrickson,Emily,Hendrickson
A7857,Kathy Disanto,Kathy,Disanto
A7858,Lynne Perrie,Lynne,Perrie
A7859,Ellen Sussman,Ellen,Sussman
A7860,Anne Marie Winston,Anne,Winston
A7861,Bette Ford,Bette,Ford
A7862,Niall Williams,Niall,Williams
A7863,Jeanne D'Haem,Jeanne,D'Haem
A7864,Wendy Loggia,Wendy,Loggia
A7865,Dianne Day,Dianne,Day
A7866,George Lucas,George,Lucas
A7867,Malle Vallik,Malle,Vallik
A7868,Diane Haeger,Diane,Haeger
A7869,Roger Lancelyn Green,Roger,Green
A7870,Lotte Reiniger,Lotte,Reiniger
A7871,Lori Bryant-woolridge,Lori,Bryant-woolridge
A7872,Craig Hillman,Craig,Hillman
A7873,Kieran Scott,Kieran,Scott
A7874,Elizabeth Skurnick,Elizabeth,Skurnick
A7875,Jordan Paul,Jordan,Paul
A7876,Chris Spink,Chris,Spink
A7877,Earl Proulx,Earl,Proulx
A7878,Isadora Tattlin,Isadora,Tattlin
A7879,Robin Maxwell,Robin,Maxwell
A7880,Jacqueline Harpman,Jacqueline,Harpman
A7881,Carla Cook,Carla,Cook
A7882,Robyn Sisman,Robyn,Sisman
A7883,Miriam E. Nelson,,
A7884,Judy Knipe,Judy,Knipe
A7885,Katie Schneider,Katie,Schneider
A7886,Anne-cécile Padoux,Anne-cécile,Padoux
A7887,Anna Gavalda,Anna,Gavalda
A7888,Franck,Franck,
A7889,Vautrin,Vautrin,
A7890,Wayson Choy,Wayson,Choy
A7891,Miguel Angel Asturias,Miguel,Asturias
A7892,Frances Partridge,Frances,Partridge
A7893,Miguel De Cervantes,Miguel,Cervantes
A7894,Tobias Smollett,Tobias,Smollett
A7895,Paul Arden,Paul,Arden
A7896,Tom Savage,Tom,Savage
A7897,George V. Higgins,,
A7898,Helen Colijn,Helen,Colijn
A7899,Pierre Loti,Pierre,Loti
A7900,Hella S. Haasse Haasse,,
A7901,Paul Golding,Paul,Golding
A7902,Franco Ferrucci,Franco,Ferrucci
A7903,Raymond Rosenthal,Raymond,Rosenthal
A7904,Janet Frame,Janet,Frame
A7905,Khyentse Rinpoche,Khyentse,Rinpoche
A7906,Matthieu Ricard,Matthieu,Ricard
A7907,Alice Vaara,Alice,Vaara
A7908,Bettie B. Youngs,,
A7909,Jennifer Youngs,Jennifer,Youngs
A7910,Philip Rieff,Philip,Rieff
A7911,Karina Moore,Karina,Moore
A7912,Ian Buruma,Ian,Buruma
A7913,Patricia Matthews,Patricia,Matthews
A7914,Clayton Matthews,Clayton,Matthews
A7915,Bette Lord,Bette,Lord
A7916,Charlotte Sanford,Charlotte,Sanford
A7917,Henry Porter,Henry,Porter
A7918,Diana Silber,Diana,Silber
A7919,Robert Ballard,Robert,Ballard
A7920,Leilia Kelly,Leilia,Kelly
A7921,Thomas Keech,Thomas,Keech
A7922,Ross Kasminoff,Ross,Kasminoff
A7923,Ron Handberg,Ron,Handberg
A7924,Jeanne M. Dams,,
A7925,George Dawes Green,George,Green
A7926,Dale Furutani,Dale,Furutani
A7927,Victoria Gotti,Victoria,Gotti
A7928,Shirley Kennett,Shirley,Kennett
A7929,Elizabeth North,Elizabeth,North
A7930,Lisa Vice,Lisa,Vice
A7931,Frank Drake,Frank,Drake
A7932,Ralph M. Mcinerny,,
A7933,Edna O'Brien,Edna,O'Brien
A7934,Herbert Gold,Herbert,Gold
A7935,Adèle Geras,Adèle,Geras
A7936,Stewart,Stewart,
A7937,Sally Walton,Sally,Walton
A7938,Mary Sheedy Kurcinka,Mary,Kurcinka
A7939,Meg O'Brien,Meg,O'Brien
A7940,John Simpson,John,Simpson
A7941,Ward Just,Ward,Just
A7942,Tim Page,Tim,Page
A7943,Hans Christian. Anderson,,
A7944,Marion Philadelphia,Marion,Philadelphia
A7945,Janine Boissard,Janine,Boissard
A7946,Yossi K. Halevi,,
A7947,Beatrice Bruteau,Beatrice,Bruteau
A7948,Milton Viorst,Milton,Viorst
A7949,Karla Jay,Karla,Jay
A7950,Corliss Lamont,Corliss,Lamont
A7951,Kate Bornstein,Kate,Bornstein
A7952,Betty White,Betty,White
A7953,John A. Buehrens,,
A7954,Unitarian Universalist Associatio,Unitarian,Associatio
A7955,Richard T. Kaser,,
A7956,Lauraine Leblanc,Lauraine,Leblanc
A7957,Mary Kingsley,Mary,Kingsley
A7958,Elspeth Huxley,Elspeth,Huxley
A7959,Peter F. Stevens,,
A7960,Howard Blum,Howard,Blum
A7961,Suelette Dreyfuss,Suelette,Dreyfuss
A7962,Bernard Lewis,Bernard,Lewis
A7963,Peter Shaffer,Peter,Shaffer
A7964,Detlev Ullrich,Detlev,Ullrich
A7965,Joseph Mitchell,Joseph,Mitchell
A7966,Eike Schönfeld,Eike,Schönfeld
A7967,Les Martin,Les,Martin
A7968,Jane Urquhart,Jane,Urquhart
A7969,Benjamin Von Stuckrad-barre,Benjamin,Stuckrad-barre
A7970,Benjamin Von Stuckrad-,Benjamin,Stuckrad-
A7971,Paul Doherty,Paul,Doherty
A7972,Stephen J. Rivele,,
A7973,Andy Straka,Andy,Straka
A7974,Philip R. Craig,,
A7975,Robert J. Randisi,,
A7976,H. F. Saint,,
A7977,Nancy M. Neuman,,
A7978,Alison Webster,Alison,Webster
A7979,Deborah Cartmell,Deborah,Cartmell
A7980,I.q. Hunter,,
A7981,Heidi Kaye,Heidi,Kaye
A7982,Imelda Whe,Imelda,Whe
A7983,Jane Rule,Jane,Rule
A7984,Lynne Griffin,Lynne,Griffin
A7985,Kelly Mccann,Kelly,Mccann
A7986,William Robertson,William,Robertson
A7987,David Wilkerson,David,Wilkerson
A7988,Albert Gilman,Albert,Gilman
A7989,John Russell Brown,John,Brown
A7990,Russell Fraser,Russell,Fraser
A7991,William H. Matchett,,
A7992,S. Schoenb,,
A7993,Reuben Brower,Reuben,Brower
A7994,S. Nagarajan,,
A7995,Daniel Seltzer,Daniel,Seltzer
A7996,Barbara Everett,Barbara,Everett
A7997,P. H. Davison,,
A7998,T. J. B. Spencer,,
A7999,Walter Brueggemann,Walter,Brueggemann
A8000,Martha J. Beckman,,
A8001,John Mcpherson,John,Mcpherson
A8002,Wendy Wasserstein,Wendy,Wasserstein
A8003,Rachel Chandler,Rachel,Chandler
A8004,Kate Clinton,Kate,Clinton
A8005,Chastity Bono,Chastity,Bono
A8006,Billie Fitzpatrick,Billie,Fitzpatrick
A8007,Rebecca Ore,Rebecca,Ore
A8008,Julie Andrews Edwards,Julie,Edwards
A8009,Sarah Gilbert,Sarah,Gilbert
A8010,Emmanuèle Bernheim,Emmanuèle,Bernheim
A8011,Ted Chiang,Ted,Chiang
A8012,Patrick Nielsen Hayden,Patrick,Hayden
A8013,Karen Michalson,Karen,Michalson
A8014,Peter Watts,Peter,Watts
A8015,Peter Taylor,Peter,Taylor
A8016,Susan Fromberg Schaeffer,Susan,Schaeffer
A8017,Katharine Murray,Katharine,Murray
A8018,Donald S Olson,Donald,Olson
A8019,Günter W. Kienitz,,
A8020,Denis Hamill,Denis,Hamill
A8021,Dao Strom,Dao,Strom
A8022,Gina Mayer,Gina,Mayer
A8023,Jonathan Rice,Jonathan,Rice
A8024,Tim Rice,Tim,Rice
A8025,Paul Gambaccini,Paul,Gambaccini
A8026,Paul,Paul,
A8027,Tim Rice. Et Al. Gambaccini,,
A8028,Roger Osborne,Roger,Osborne
A8029,David Hockney,David,Hockney
A8030,Nikos Stangos,Nikos,Stangos
A8031,Colin Larkin,Colin,Larkin
A8032,Alex Ogg,Alex,Ogg
A8033,Johnny Rogan,Johnny,Rogan
A8034,Miranda Sawyer,Miranda,Sawyer
A8035,Terry Kay,Terry,Kay
A8036,Sandra Markle,Sandra,Markle
A8037,Mark Robert Rank,Mark,Rank
A8038,Kenneth Gatland,Kenneth,Gatland
A8039,Victoria Chancellor,Victoria,Chancellor
A8040,Roberta,Roberta,
A8041,Robert M Pirsig,Robert,Pirsig
A8042,Zlata Filipovic,Zlata,Filipovic
A8043,William W. Johnstone,,
A8044,Nava Renek,Nava,Renek
A8045,Dee Brestin,Dee,Brestin
A8046,Kathy Troccoli,Kathy,Troccoli
A8047,Marjorie Winn,Marjorie,Winn
A8048,Abbot George Burke,Abbot,Burke
A8049,Covert Bailey,Covert,Bailey
A8050,Lewis Gannett,Lewis,Gannett
A8051,Alan Brennert,Alan,Brennert
A8052,Kuki Gallmann,Kuki,Gallmann
A8053,Tom Defalco,Tom,Defalco
A8054,Richard Mason,Richard,Mason
A8055,Roberto G. Fernandez,,
A8056,Tadahiko Nagao,Tadahiko,Nagao
A8057,Isamu Saito,Isamu,Saito
A8058,Gustavo Perez-firmat,Gustavo,Perez-firmat
A8059,Joanne Mcclellan Egnor,Joanne,Egnor
A8060,Dr. Wayne W. Dyer,,
A8061,John Norman,John,Norman
A8062,Michele Slung,Michele,Slung
A8063,Albert Uderzo,Albert,Uderzo
A8064,Emma Forrest,Emma,Forrest
A8065,Bill Murphy,Bill,Murphy
A8066,Peter Wood,Peter,Wood
A8067,G. Eason,,
A8068,William Least Heat-moon,William,Heat-moon
A8069,Christobel Kent,Christobel,Kent
A8070,Rosie Thomas,Rosie,Thomas
A8071,Maggie O'Farrell,Maggie,O'Farrell
A8072,Sharon Butala,Sharon,Butala
A8073,Paddy Ryan,Paddy,Ryan
A8074,Paul Erdman,Paul,Erdman
A8075,Katja M. Werker,,
A8076,Maryse Wolinski,Maryse,Wolinski
A8077,Linda Fairstein,Linda,Fairstein
A8078,Terry Tempest Williams,Terry,Williams
A8079,Let'S Go Inc.,,
A8080,Helga Tiscenko,Helga,Tiscenko
A8081,Robert Bosnak,Robert,Bosnak
A8082,Robert Dessaix,Robert,Dessaix
A8083,Susan M. Lark,,
A8084,Elizabeth Somer,Elizabeth,Somer
A8085,Robert Stone,Robert,Stone
A8086,Stanley Karnow,Stanley,Karnow
A8087,Gail Evans,Gail,Evans
A8088,Vickie L. Bane,,
A8089,Lina Visconti,Lina,Visconti
A8090,Donna May Gibbs Carpenter,Donna,Carpenter
A8091,Frank,Frank,
A8092,Manuel Vázquez Montalbán,Manuel,Montalbán
A8093,Manuel Vazquez Montalban,Manuel,Montalban
A8094,India Knight,India,Knight
A8095,George Hughes,George,Hughes
A8096,Steven Levy,Steven,Levy
A8097,Margaret Lawrence,Margaret,Lawrence
A8098,Paula Weideger,Paula,Weideger
A8099,Gordon Honeycombe,Gordon,Honeycombe
A8100,Colin Turnbull,Colin,Turnbull
A8101,Colson Whitehead,Colson,Whitehead
A8102,Harald Gerlach,Harald,Gerlach
A8103,Market House Books Ltd.,,
A8104,Rosalind Fergusson,Rosalind,Fergusson
A8105,Michael D. Hutt,,
A8106,Thomas W. Speh,,
A8107,Steven V. Roberts,,
A8108,Dan Zevin,Dan,Zevin
A8109,Glenn Frankel,Glenn,Frankel
A8110,Gilda Radner,Gilda,Radner
A8111,Anne Michaels,Anne,Michaels
A8112,Quint Buchholz,Quint,Buchholz
A8113,John Maddox Roberts,John,Roberts
A8114,A Oswald,A,Oswald
A8115,Juliet Schor,Juliet,Schor
A8116,Betsy Taylor,Betsy,Taylor
A8117,Ed Glinert,Ed,Glinert
A8118,Atima Srivastava,Atima,Srivastava
A8119,Giò Waeckerlin Induni,Giò,Induni
A8120,Lisa Scott,Lisa,Scott
A8121,Dagmar Roth,Dagmar,Roth
A8122,Sharon Maas,Sharon,Maas
A8123,Amelie Fried,Amelie,Fried
A8124,Sneaky P. Brown,,
A8125,Carina Klein,Carina,Klein
A8126,Susan Carroll,Susan,Carroll
A8127,Marcel Bieger,Marcel,Bieger
A8128,Eveline Passet,Eveline,Passet
A8129,James Ellison,James,Ellison
A8130,Dian Fossey,Dian,Fossey
A8131,Wolfgang Büscher,Wolfgang,Büscher
A8132,Robert Merle,Robert,Merle
A8133,Christel Gersch,Christel,Gersch
A8134,Gerda Bean,Gerda,Bean
A8135,N.h. Kleinbaum,,
A8136,Luigi Guicciardi,Luigi,Guicciardi
A8137,Katharina Schmidt,Katharina,Schmidt
A8138,Mcdowell Bryson,Mcdowell,Bryson
A8139,Adele Ziminski,Adele,Ziminski
A8140,Shifra Horn,Shifra,Horn
A8141,Dalya Bilu,Dalya,Bilu
A8142,J. M. Synge,,
A8143,Tim Robinson,Tim,Robinson
A8144,Lynne S. Schwartz,,
A8145,Tommy Hays,Tommy,Hays
A8146,Loretta Lynn,Loretta,Lynn
A8147,Patsi Bale Cox,Patsi,Cox
A8148,Sidney Poitier,Sidney,Poitier
A8149,Gordon Mackenzie,Gordon,Mackenzie
A8150,Paul Grescoe,Paul,Grescoe
A8151,Annette Delore,Annette,Delore
A8152,John Hughes,John,Hughes
A8153,Deirdre Corey,Deirdre,Corey
A8154,Lisa Birnbach,Lisa,Birnbach
A8155,Patricia Marx,Patricia,Marx
A8156,Linda Tschirhart Sanford,Linda,Sanford
A8157,Mary Ellen Donovan,Mary,Donovan
A8158,Charles L. Calia,,
A8159,Arianna Huffington,Arianna,Huffington
A8160,Bill Maher,Bill,Maher
A8161,Denis Waitley,Denis,Waitley
A8162,Elle Eggels,Elle,Eggels
A8163,Margaret Lee Braun,Margaret,Braun
A8164,Theo Colborn,Theo,Colborn
A8165,Nancy M. Stuart,,
A8166,Joanne K. Rowling,,
A8167,Jean-claude Gotting,Jean-claude,Gotting
A8168,Jean-françoi,Jean-françoi,
A8169,Emilie Richards,Emilie,Richards
A8170,Miriam Ali,Miriam,Ali
A8171,Outside Magazine Editors,Outside,Editors
A8172,Nick Thorpe,Nick,Thorpe
A8173,Bentley Little,Bentley,Little
A8174,John Skipp,John,Skipp
A8175,Shaun Hutson,Shaun,Hutson
A8176,Jesse Hunter,Jesse,Hunter
A8177,Jr.,,
A8178,Richard Henry Dana,Richard,Dana
A8179,Thomas Philbrick,Thomas,Philbrick
A8180,Raisa Gorbachev,Raisa,Gorbachev
A8181,David Floyd,David,Floyd
A8182,Helen Hunt Jackson,Helen,Jackson
A8183,J. B. Calchman,,
A8184,Thalassa Ali,Thalassa,Ali
A8185,Stephen Glass,Stephen,Glass
A8186,Pat Mulcahy,Pat,Mulcahy
A8187,Dorothy Bryant,Dorothy,Bryant
A8188,Edidt Geever,Edidt,Geever
A8189,Angus Calder,Angus,Calder
A8190,Marion A. Kaplan,,
A8191,Nella Larsen,Nella,Larsen
A8192,Thadious M. Davis,,
A8193,Charles Portis,Charles,Portis
A8194,Witi Ihimaera,Witi,Ihimaera
A8195,Jann Mitchell,Jann,Mitchell
A8196,Connie Lightner,Connie,Lightner
A8197,Terri Crisp,Terri,Crisp
A8198,Samantha Glen,Samantha,Glen
A8199,Joey Green,Joey,Green
A8200,Rod Mcqueen,Rod,Mcqueen
A8201,Michael J. Fox,,
A8202,Margaret Laurence,Margaret,Laurence
A8203,B. Alison Weir,,
A8204,Alison Weir,Alison,Weir
A8205,Peter Gzowski,Peter,Gzowski
A8206,Alvin F. Poussaint,,
A8207,William K. Hartmann,,
A8208,Garrett Sutton,Garrett,Sutton
A8209,Jonas Ridderstrale,Jonas,Ridderstrale
A8210,Kjell Nordström,Kjell,Nordström
A8211,Kjell Nordstrom,Kjell,Nordstrom
A8212,Howard Dean,Howard,Dean
A8213,Dennis Kucinich,Dennis,Kucinich
A8214,Studs Terkel,Studs,Terkel
A8215,Reverend Al Sharpton,Reverend,Sharpton
A8216,Karen Hunter,Karen,Hunter
A8217,James Hynes,James,Hynes
A8218,Erik S. Rosenaa,,
A8219,Ted Michener,Ted,Michener
A8220,Mark Jacobson,Mark,Jacobson
A8221,Sarah Zettel,Sarah,Zettel
A8222,David Layton,David,Layton
A8223,K. C. Cole,,
A8224,Daniel Halpern,Daniel,Halpern
A8225,Hyemeyohsts Storm,Hyemeyohsts,Storm
A8226,Edward Blishen,Edward,Blishen
A8227,Brian Wildsmith,Brian,Wildsmith
A8228,Tessa Bielecki,Tessa,Bielecki
A8229,Regina Sara Ryan,Regina,Ryan
A8230,Masters,Masters,
A8231,Russell Grant,Russell,Grant
A8232,Vicky Emptage,Vicky,Emptage
A8233,Gabriel Horn,Gabriel,Horn
A8234,White Deer Of Autumn,White,Autumn
A8235,Nader E Khalili,Nader,Khalili
A8236,Jalaloddin Rumi,Jalaloddin,Rumi
A8237,George Burns,George,Burns
A8238,Jack Gregory,Jack,Gregory
A8239,Carol Drinkwater,Carol,Drinkwater
A8240,Mark Schorer,Mark,Schorer
A8241,Celia Barker Lottridge,Celia,Lottridge
A8242,Peter Ralph,Peter,Ralph
A8243,Judy Delton,Judy,Delton
A8244,Blanche Sims,Blanche,Sims
A8245,Tony Goldwyn,Tony,Goldwyn
A8246,Kate Burton,Kate,Burton
A8247,Ania Szado,Ania,Szado
A8248,A. L. Kennedy,,
A8249,Mary Maccarthy,Mary,Maccarthy
A8250,Alayne Main,Alayne,Main
A8251,Alec Ross,Alec,Ross
A8252,Tabitha King,Tabitha,King
A8253,Laura Fraser,Laura,Fraser
A8254,David Daiches,David,Daiches
A8255,Element Books Ltd.,,
A8256,Peg Kehret,Peg,Kehret
A8257,Carla Neggers,Carla,Neggers
A8258,Benjamin Zephaniah,Benjamin,Zephaniah
A8259,Mary Ann Hoberman,Mary,Hoberman
A8260,Deborah Savage,Deborah,Savage
A8261,Lisa Falkenstern,Lisa,Falkenstern
A8262,Cliff Nielsen,Cliff,Nielsen
A8263,Andrew Eames,Andrew,Eames
A8264,Wendy Boorer,Wendy,Boorer
A8265,Andrew A. Rooney,,
A8266,John Lawrence,John,Lawrence
A8267,Peter Haining,Peter,Haining
A8268,David Edmonds,David,Edmonds
A8269,John Eidinow,John,Eidinow
A8270,Glenn Yeffeth,Glenn,Yeffeth
A8271,David Gerrold,David,Gerrold
A8272,Robert Aunger,Robert,Aunger
A8273,Steven Pinker,Steven,Pinker
A8274,John Grafton,John,Grafton
A8275,Mort Rosenblum,Mort,Rosenblum
A8276,Peter Spiegelman,Peter,Spiegelman
A8277,Allan W. Eckert,,
A8278,Andrea Barrett,Andrea,Barrett
A8279,Elizabeth Sachs,Elizabeth,Sachs
A8280,Barthe Declements,Barthe,Declements
A8281,Christopher Greimes,Christopher,Greimes
A8282,Ruth White,Ruth,White
A8283,Katherine Ayres,Katherine,Ayres
A8284,Sook Nyul Choi,Sook,Choi
A8285,Fred Graver,Fred,Graver
A8286,Peggy Woodford,Peggy,Woodford
A8287,John Gollings,John,Gollings
A8288,Madeleine Bourdouxhe,Madeleine,Bourdouxhe
A8289,Jennifer Bassett,Jennifer,Bassett
A8290,Andrew Parkin,Andrew,Parkin
A8291,P.d. James,,
A8292,Gaetan Soucy,Gaetan,Soucy
A8293,David Levien,David,Levien
A8294,Regina Mcbride,Regina,Mcbride
A8295,Abbie Zabar,Abbie,Zabar
A8296,Larry Watson,Larry,Watson
A8297,Paula L. Woods,,
A8298,Tom Alibrandi,Tom,Alibrandi
A8299,Bill Wassmuth,Bill,Wassmuth
A8300,Brenda Peterson,Brenda,Peterson
A8301,Steven Owen Godersky,Steven,Godersky
A8302,B. Traven,,
A8303,Jean P. Sasson,,
A8304,Suzy Spencer,Suzy,Spencer
A8305,Rita Moonsammy,Rita,Moonsammy
A8306,Yatri,Yatri,
A8307,Lisle,Lisle,
A8308,Robert H Waterman,Robert,Waterman
A8309,Thomas J Peters,Thomas,Peters
A8310,Tom Peters,Tom,Peters
A8311,Lyndell,Lyndell,
A8312,Sir Richard Branson,Sir,Branson
A8313,J.-p. Mayer,,
A8314,Ann Martin,Ann,Martin
A8315,Cameron Judd,Cameron,Judd
A8316,Berniece Rabe,Berniece,Rabe
A8317,Harvey Kidder,Harvey,Kidder
A8318,Joan Rawlins Biggar,Joan,Biggar
A8319,Kay Salem,Kay,Salem
A8320,Ken Leebow,Ken,Leebow
A8321,Paul Joffe,Paul,Joffe
A8322,Marty Bucella,Marty,Bucella
A8323,Betty Baker,Betty,Baker
A8324,Thom Jones,Thom,Jones
A8325,Dudley Randall,Dudley,Randall
A8326,Floyd,Floyd,
A8327,Wallace Fowlie,Wallace,Fowlie
A8328,Pearson Education,Pearson,Education
A8329,Susan Feuer,Susan,Feuer
A8330,Bernadine Healy,Bernadine,Healy
A8331,Peter Mcdonough,Peter,Mcdonough
A8332,Alex Chadwick/ Npr,Alex,Npr
A8333,Judith Ivey,Judith,Ivey
A8334,Debra Monk,Debra,Monk
A8335,Dale Hull,Dale,Hull
A8336,Dave Longaberger,Dave,Longaberger
A8337,Tami Longaberger,Tami,Longaberger
A8338,Ellis Vidler,Ellis,Vidler
A8339,Violet Winspear,Violet,Winspear
A8340,Darryl London,Darryl,London
A8341,Joyce Landorf Heatherley,Joyce,Heatherley
A8342,Richard Dean Rosen,Richard,Rosen
A8343,Peter Abrahams,Peter,Abrahams
A8344,Colin Harrison,Colin,Harrison
A8345,Maria Shriver,Maria,Shriver
A8346,Oriah,Oriah,
A8347,Richie Tankersley Cusick,Richie,Cusick
A8348,Nicholas Adams,Nicholas,Adams
A8349,Keith Parkinson,Keith,Parkinson
A8350,Sarton May,Sarton,May
A8351,Lori Foster,Lori,Foster
A8352,Janelle Dennison,Janelle,Dennison
A8353,Jill Jones,Jill,Jones
A8354,Shana Abe,Shana,Abe
A8355,Emma Holly,Emma,Holly
A8356,Gary Brandner,Gary,Brandner
A8357,Linda Ladd,Linda,Ladd
A8358,Patricia Phillips,Patricia,Phillips
A8359,Julie Beard,Julie,Beard
A8360,Laurie Mcbain,Laurie,Mcbain
A8361,Andrea Parnell,Andrea,Parnell
A8362,Catherine Lanigan,Catherine,Lanigan
A8363,Jill Barnett,Jill,Barnett
A8364,Stephen Bury,Stephen,Bury
A8365,Marlena De Blasi,Marlena,Blasi
A8366,Aliza Sherman,Aliza,Sherman
A8367,Gregg Olsen,Gregg,Olsen
